,x,y,label
13882,53.5978654,-2.5196613,C7.0
13883,53.5962263,-2.5351176,C7.0
13884,53.595791,-2.5110141,C7.0
13885,53.5965922,-2.5599785,C7.0
13886,53.5799846,-2.5024066,C7.0
13887,53.5957968,-2.5339447,C7.0
13888,53.5969722,-2.5333382,C7.0
13889,53.5973519,-2.5330767,C7.0
13890,53.5917938,-2.5317843,C7.0
13891,53.5937376,-2.563361,C7.0
13892,53.5753542,-2.5217805,C7.0
13893,53.5969265,-2.5343866,C7.0
13894,53.5929185,-2.5634786,C7.0
13895,53.5702471,-2.5214422,C7.0
13896,53.5979602,-2.5340084,C7.0
13897,53.579769,-2.5374651,C7.0
13898,53.5862305,-2.531272,C7.0
13899,53.583913,-2.531994,C7.0
13900,53.5954463,-2.536268,C7.0
13901,53.5959262,-2.5365653,C7.0
13902,53.5753369,-2.5212402,C7.0
13903,53.5826985,-2.5018138,C7.0
13904,53.587726,-2.5327537,C7.0
13905,53.5963662,-2.5341389,C7.0
13906,53.588066,-2.5315507,C7.0
13907,53.5997269,-2.5412486,C7.0
13908,53.5962542,-2.5366135,C7.0
13909,53.5694985,-2.4967219,C7.0
13910,53.595461,-2.5370678,C7.0
13911,53.5795778,-2.5371251,C7.0
13912,53.596319,-2.5526268,C7.0
13913,53.5975645,-2.5210037,C7.0
13914,53.5849127,-2.5172746,C7.0
13915,53.5855364,-2.5317034,C7.0
13916,53.5880344,-2.5306926,C7.0
13917,53.5912521,-2.5386984,C7.0
13918,53.5924406,-2.5389288,C7.0
13919,53.5930209,-2.5412892,C7.0
13920,53.5887586,-2.5323619,C7.0
13921,53.5894361,-2.536405,C7.0
13922,53.5888004,-2.5324681,C7.0
13923,53.5925883,-2.5419907,C7.0
13924,53.5937853,-2.5638881,C7.0
13925,53.5869629,-2.5144395,C7.0
13926,53.5873443,-2.5323789,C7.0
13927,53.5867974,-2.5209993,C7.0
13928,53.5870155,-2.514507,C7.0
13929,53.586838,-2.5207166,C7.0
13930,53.5876185,-2.5164364,C7.0
13931,53.5980564,-2.5472647,C7.0
13932,53.5864393,-2.5157148,C7.0
13933,53.5864913,-2.5157844,C7.0
13934,53.5936685,-2.563451,C7.0
13935,53.5993843,-2.5533635,C7.0
13936,53.5900695,-2.5262203,C7.0
13937,53.5819231,-2.498138,C7.0
13938,53.5851024,-2.5176577,C7.0
13939,53.590596,-2.5299936,C7.0
13940,53.5869899,-2.5144742,C7.0
13941,53.5848784,-2.5173213,C7.0
13942,53.5793004,-2.4957408,C7.0
13943,53.5934725,-2.5633282,C7.0
13944,53.5845378,-2.5173377,C7.0
13945,53.5955681,-2.5526864,C7.0
13946,53.595564,-2.5525993,C7.0
13947,53.5869083,-2.5367862,C7.0
13948,53.5956708,-2.5516385,C7.0
13949,53.5957361,-2.5514632,C7.0
13950,53.576275,-2.4969006,C7.0
13951,53.5916016,-2.5371965,C7.0
13952,53.5834621,-2.5185614,C7.0
13953,53.5866817,-2.5209524,C7.0
13954,53.581003,-2.5000897,C7.0
13955,53.5858119,-2.5166961,C7.0
13956,53.587232,-2.5230243,C7.0
13957,53.5922253,-2.5271164,C7.0
13958,53.5963462,-2.5525534,C7.0
13959,53.5916113,-2.5272472,C7.0
13960,53.5924207,-2.5282792,C7.0
13961,53.5930499,-2.5277749,C7.0
13962,53.592738,-2.5293345,C7.0
13963,53.5929897,-2.530436,C7.0
13964,53.5807359,-2.5014369,C7.0
13965,53.5848906,-2.5148363,C7.0
13966,53.5918316,-2.524881,C7.0
13967,53.5918641,-2.5283569,C7.0
13968,53.5849821,-2.5148153,C7.0
13969,53.5793448,-2.4976285,C7.0
13970,53.5884806,-2.5154217,C7.0
13971,53.5884557,-2.5155352,C7.0
13972,53.5876894,-2.5334712,C7.0
13973,53.593275,-2.5294663,C7.0
13974,53.5882986,-2.5312909,C7.0
13975,53.5893595,-2.5318427,C7.0
13976,53.5996284,-2.5377368,C7.0
13977,53.5748065,-2.5443086,C7.0
13978,53.577352,-2.4984278,C7.0
13979,53.5782807,-2.5355879,C7.0
13980,53.5781997,-2.5351646,C7.0
13981,53.584338,-2.533102,C7.0
13982,53.5844249,-2.5327645,C7.0
13983,53.5726727,-2.5005649,C7.0
13984,53.5793626,-2.5689219,C7.0
13985,53.5794011,-2.5686948,C7.0
13986,53.572799,-2.5006251,C7.0
13987,53.5853663,-2.5333754,C7.0
13988,53.5853196,-2.5333009,C7.0
13989,53.5957167,-2.5515544,C7.0
13990,53.5752636,-2.5450176,C7.0
13991,53.5964769,-2.5526917,C7.0
13992,53.5954714,-2.5526124,C7.0
13993,53.5967137,-2.5213819,C7.0
13994,53.587637,-2.5145295,C7.0
13995,53.583883,-2.5383683,C7.0
13996,53.5856067,-2.5252163,C7.0
13997,53.5950712,-2.5545535,C7.0
13998,53.5951763,-2.5544262,C7.0
13999,53.5960258,-2.5529011,C7.0
14000,53.5962032,-2.552402,C7.0
14001,53.5962433,-2.5519205,C7.0
14002,53.5962403,-2.5516349,C7.0
14003,53.5787982,-2.5358385,C7.0
14004,53.5960261,-2.566594,C7.0
14005,53.5959399,-2.5665624,C7.0
14006,53.595275,-2.5535538,C7.0
14007,53.5752548,-2.5453099,C7.0
14008,53.5741554,-2.5468764,C7.0
14009,53.5914619,-2.5682815,C7.0
14010,53.5911437,-2.5689473,C7.0
14011,53.5880519,-2.5153544,C7.0
14012,53.5856923,-2.5163922,C7.0
14013,53.5849337,-2.5154998,C7.0
14014,53.5797009,-2.5227573,C7.0
14015,53.5873311,-2.5156103,C7.0
14016,53.5961772,-2.5503523,C7.0
14017,53.5867468,-2.5150839,C7.0
14018,53.5876675,-2.5165418,C7.0
14019,53.5875322,-2.5149924,C7.0
14020,53.5849254,-2.5148808,C7.0
14021,53.5953626,-2.543636,C7.0
14022,53.5743233,-2.5468867,C7.0
14023,53.5944094,-2.5451689,C7.0
14024,53.5852875,-2.5167219,C7.0
14025,53.5914889,-2.5682288,C7.0
14026,53.5866751,-2.5152546,C7.0
14027,53.5995493,-2.5364654,C7.0
14028,53.586697,-2.5320834,C7.0
14029,53.5967044,-2.5515046,C7.0
14030,53.597067,-2.5533883,C7.0
14031,53.5992094,-2.5501514,C7.0
14032,53.5730223,-2.499656,C7.0
14033,53.5857469,-2.5139782,C7.0
14034,53.585847,-2.5147069,C7.0
14035,53.5856445,-2.5142732,C7.0
14036,53.5858056,-2.5140154,C7.0
14037,53.5958674,-2.5421125,C7.0
14038,53.5789252,-2.4963218,C7.0
14039,53.5842558,-2.5325796,C7.0
14040,53.5784892,-2.5638127,C7.0
14041,53.5839091,-2.5218621,C7.0
14042,53.5962401,-2.5341277,C7.0
14043,53.5967497,-2.55943,C7.0
14044,53.5846183,-2.5172503,C7.0
14045,53.5966111,-2.5589522,C7.0
14046,53.584622,-2.5182363,C7.0
14047,53.5867393,-2.5385017,C7.0
14048,53.5963029,-2.5341836,C7.0
14049,53.5905079,-2.5232294,C7.0
14050,53.5972988,-2.5293315,C7.0
14051,53.5838918,-2.5216464,C7.0
14052,53.5871206,-2.530701,C7.0
14053,53.5959149,-2.5328012,C7.0
14054,53.5964592,-2.5465075,C7.0
14055,53.5827952,-2.5017545,C7.0
14056,53.5751284,-2.5214154,C7.0
14057,53.5895985,-2.5271154,C7.0
14058,53.5753273,-2.5204194,C7.0
14059,53.5956896,-2.5350595,C7.0
14060,53.5961035,-2.5122093,C7.0
14061,53.5994607,-2.5535298,C7.0
14062,53.591549,-2.5271841,C7.0
14063,53.5782813,-2.5393526,C7.0
14064,53.5968673,-2.5205906,C7.0
14065,53.5795784,-2.5374501,C7.0
14066,53.5964657,-2.5165034,C7.0
14067,53.5882673,-2.5252799,C7.0
14068,53.5995939,-2.5371833,C7.0
14069,53.575641,-2.5430784,C7.0
14070,53.5841985,-2.5178599,C7.0
14071,53.5891829,-2.5385047,C7.0
14072,53.5845069,-2.5172573,C7.0
14073,53.5967966,-2.5433283,C7.0
14074,53.5963137,-2.5392711,C7.0
14075,53.5971379,-2.5440682,C7.0
14076,53.5886461,-2.5278188,C7.0
14077,53.5785563,-2.5638715,C7.0
14078,53.597418,-2.5445525,C7.0
14079,53.5973026,-2.5424949,C7.0
14080,53.5947443,-2.545738,C7.0
14081,53.5983361,-2.5363685,C7.0
14082,53.586466,-2.5157506,C7.0
14083,53.5833342,-2.5201167,C7.0
14084,53.5929196,-2.5636966,C7.0
14085,53.5827234,-2.523072,C7.0
14086,53.5945035,-2.5164727,C7.0
14087,53.5977327,-2.5439239,C7.0
14088,53.5842268,-2.5179209,C7.0
14089,53.5962483,-2.5391829,C7.0
14090,53.5964944,-2.5466148,C7.0
14091,53.5872989,-2.5379392,C7.0
14092,53.5845198,-2.5159088,C7.0
14093,53.5844643,-2.5158118,C7.0
14094,53.5979313,-2.5168924,C7.0
14095,53.5961134,-2.5435026,C7.0
14096,53.5929756,-2.5636005,C7.0
14097,53.5950684,-2.5186043,C7.0
14098,53.5750375,-2.5210631,C7.0
14099,53.5709273,-2.5495192,C7.0
14100,53.5988114,-2.5416532,C7.0
14101,53.6009992,-2.5419033,C8.0
14102,53.6008787,-2.5242844,C8.0
14103,53.603326,-2.5387188,C8.0
14104,53.6030987,-2.5533746,C8.0
14105,53.6014058,-2.524752,C8.0
14106,53.6027891,-2.5545759,C8.0
14107,53.6049223,-2.5441611,C8.0
14108,53.6027804,-2.5491671,C8.0
14109,53.6010288,-2.5457901,C8.0
14110,53.60052,-2.5547033,C8.0
14111,53.6022912,-2.5261741,C8.0
14112,53.6011996,-2.5536317,C8.0
14113,53.6021429,-2.533903,C8.0
14114,53.6055828,-2.549132,C8.0
14115,53.6005692,-2.5507051,C8.0
14116,53.6008932,-2.5544323,C8.0
14117,53.6052681,-2.4998434,C8.0
14118,53.602097,-2.5545596,C8.0
14119,53.6018318,-2.5262989,C8.0
14120,53.6008849,-2.5519182,C8.0
14121,53.6012596,-2.546675,C8.0
14122,53.6047897,-2.5400085,C8.0
14123,53.6021921,-2.5453293,C8.0
14124,53.602545,-2.5417065,C8.0
14125,53.6021729,-2.5537779,C8.0
14126,53.6002883,-2.5493113,C8.0
14127,53.6038244,-2.5416456,C8.0
14128,53.6011545,-2.5362701,C8.0
14129,53.6029952,-2.5430277,C8.0
14130,53.6024754,-2.5433881,C8.0
14131,53.6029602,-2.5194331,C8.0
14132,53.601654,-2.5439451,C8.0
14133,53.601988,-2.5268695,C8.0
14134,53.6033808,-2.5331795,C8.0
14135,53.6009745,-2.5181092,C8.0
14136,53.6020155,-2.5411441,C8.0
14137,53.6022818,-2.5544298,C8.0
14138,53.6020904,-2.5402302,C8.0
14139,53.6012654,-2.5516524,C8.0
14140,53.6027352,-2.5449424,C8.0
14141,53.6019056,-2.5456299,C8.0
14142,53.6036176,-2.5397176,C8.0
14143,53.60476,-2.5399424,C8.0
14144,53.6020196,-2.5253894,C8.0
14145,53.6022418,-2.5459678,C8.0
14146,53.6006835,-2.5416755,C8.0
14147,53.6029037,-2.5354064,C8.0
14148,53.6052756,-2.540137,C8.0
14149,53.6004888,-2.5486527,C8.0
14150,53.6017284,-2.5256483,C8.0
14151,53.6043135,-2.5508491,C8.0
14152,53.6052682,-2.5405281,C8.0
14153,53.602777,-2.5387561,C8.0
14154,53.6035506,-2.5439899,C8.0
14155,53.6012374,-2.5242899,C8.0
14156,53.6020978,-2.554301,C8.0
14157,53.6023378,-2.5384231,C8.0
14158,53.6027009,-2.5386878,C8.0
14159,53.6046991,-2.5419084,C8.0
14160,53.6024679,-2.5264162,C8.0
14161,53.6025577,-2.5385703,C8.0
14162,53.6014624,-2.5240863,C8.0
14163,53.6005173,-2.5487631,C8.0
14164,53.6043494,-2.5443561,C8.0
14165,53.6005983,-2.5460155,C8.0
14166,53.6015893,-2.5243003,C8.0
14167,53.6040261,-2.540537,C8.0
14168,53.6017032,-2.5448805,C8.0
14169,53.6057092,-2.5471922,C8.0
14170,53.6019004,-2.5274826,C8.0
14171,53.6025305,-2.5479601,C8.0
14172,53.6057113,-2.5410218,C8.0
14173,53.6022581,-2.5496275,C8.0
14174,53.6011412,-2.5396874,C8.0
14175,53.6037754,-2.5514889,C8.0
14176,53.6033824,-2.5433359,C8.0
14177,53.6037668,-2.5514475,C8.0
14178,53.6032389,-2.554397,C8.0
14179,53.6030241,-2.5434134,C8.0
14180,53.6012389,-2.5178839,C8.0
14181,53.6034068,-2.5497949,C8.0
14182,53.6032879,-2.5547009,C8.0
14183,53.6014555,-2.5451775,C8.0
14184,53.6011544,-2.5250689,C8.0
14185,53.6016757,-2.5510065,C8.0
14186,53.6010035,-2.5483095,C8.0
14187,53.6017516,-2.5254589,C8.0
14188,53.6016,-2.5229757,C8.0
14189,53.6031682,-2.5403423,C8.0
14190,53.6002858,-2.5204537,C8.0
14191,53.6023478,-2.5494308,C8.0
14192,53.6001961,-2.5444891,C8.0
14193,53.6008997,-2.5477922,C8.0
14194,53.6033405,-2.5492817,C8.0
14195,53.6003847,-2.5539133,C8.0
14196,53.6040019,-2.5138375,C8.0
14197,53.6006648,-2.5541708,C8.0
14198,53.6040404,-2.5496016,C8.0
14199,53.6056945,-2.5408112,C8.0
14200,53.602646,-2.5535718,C8.0
14201,53.6002852,-2.5526889,C8.0
14202,53.6024387,-2.5405196,C8.0
14203,53.602424,-2.551963,C8.0
14204,53.6037088,-2.5340594,C8.0
14205,53.6037394,-2.5395424,C8.0
14206,53.6002702,-2.5465538,C8.0
14207,53.6058967,-2.4986422,C8.0
14208,53.6041236,-2.5433001,C8.0
14209,53.6028385,-2.5550322,C8.0
14210,53.603612,-2.5495741,C8.0
14211,53.6016577,-2.5253685,C8.0
14212,53.6022593,-2.5543196,C8.0
14213,53.6002358,-2.5526312,C8.0
14214,53.6004851,-2.5463084,C8.0
14215,53.6044967,-2.549233,C8.0
14216,53.6007617,-2.5497071,C8.0
14217,53.6012175,-2.5493687,C8.0
14218,53.6009553,-2.555284,C8.0
14219,53.6015256,-2.5254875,C8.0
14220,53.6017642,-2.5513025,C8.0
14221,53.6019819,-2.5446067,C8.0
14222,53.6028599,-2.5550083,C8.0
14223,53.6012027,-2.54929,C8.0
14224,53.6014962,-2.540039,C8.0
14225,53.6011591,-2.5465821,C8.0
14226,53.6002868,-2.553916,C8.0
14227,53.6004205,-2.5537055,C8.0
14228,53.6020135,-2.5254869,C8.0
14229,53.602351,-2.5393172,C8.0
14230,53.6028227,-2.5398539,C8.0
14231,53.6012259,-2.5466438,C8.0
14232,53.6012895,-2.5407263,C8.0
14233,53.6025783,-2.5550832,C8.0
14234,53.6021324,-2.5545995,C8.0
14235,53.6019112,-2.554376,C8.0
14236,53.6026716,-2.5552187,C8.0
14237,53.602799,-2.5448969,C8.0
14238,53.6029613,-2.5452489,C8.0
14239,53.6014639,-2.5253147,C8.0
14240,53.6028699,-2.5518015,C8.0
14241,53.6000648,-2.5439521,C8.0
14242,53.6033147,-2.5516255,C8.0
14243,53.600087,-2.5498495,C8.0
14244,53.6057718,-2.5429505,C8.0
14245,53.6025729,-2.5552836,C8.0
14246,53.6001013,-2.5438698,C8.0
14247,53.6053076,-2.5447605,C8.0
14248,53.6030263,-2.5440821,C8.0
14249,53.6006631,-2.5451711,C8.0
14250,53.6056462,-2.5409387,C8.0
14251,53.6019623,-2.5488506,C8.0
14252,53.6003351,-2.5441557,C8.0
14253,53.6017252,-2.5479145,C8.0
14254,53.6021281,-2.5542656,C8.0
14255,53.6021496,-2.5476066,C8.0
14256,53.602775,-2.5454059,C8.0
14257,53.6028202,-2.5452608,C8.0
14258,53.6010086,-2.544524,C8.0
14259,53.6029748,-2.5424178,C8.0
14260,53.6004898,-2.5487727,C8.0
14261,53.6010243,-2.5484203,C8.0
14262,53.6019681,-2.5521431,C8.0
14263,53.6001383,-2.5437862,C8.0
14264,53.6027193,-2.5386174,C8.0
14265,53.6030101,-2.5420872,C8.0
14266,53.6034411,-2.5422679,C8.0
14267,53.6047304,-2.5398777,C8.0
14268,53.6041933,-2.5530631,C8.0
14269,53.600617,-2.554604,C8.0
14270,53.6034323,-2.5423439,C8.0
14271,53.6029709,-2.5420815,C8.0
14272,53.6026941,-2.534919,C8.0
14273,53.6036146,-2.5338083,C8.0
14274,53.6025457,-2.5442021,C8.0
14275,53.6049011,-2.5435309,C8.0
14276,53.6005809,-2.5546344,C8.0
14277,53.6001768,-2.5407172,C8.0
14278,53.6021268,-2.5400951,C8.0
14279,53.6033572,-2.5389797,C8.0
14280,53.4024298,-2.4512602,D1.0
14281,53.4024216,-2.451938,D1.0
14282,53.3999304,-2.4382242,D1.0
14283,53.4024954,-2.4514111,D1.0
14284,53.4024334,-2.4514132,D1.0
14285,53.4020532,-2.4514367,D1.0
14286,53.3999948,-2.4453573,D1.0
14287,53.4019602,-2.4521117,D1.0
14288,53.4001018,-2.4382442,D1.0
14289,53.3973829,-2.4299522,D1.0
14290,53.3999493,-2.438554,D1.0
14291,53.4155318,-2.4255584,D2.0
14292,53.4174466,-2.4368035,D2.0
14293,53.4310216,-2.44234,D2.0
14294,53.417088,-2.4347692,D2.0
14295,53.4124585,-2.4390209,D2.0
14296,53.4302766,-2.4250285,D2.0
14297,53.4139801,-2.4339113,D2.0
14298,53.4199793,-2.4253608,D2.0
14299,53.419027,-2.4277073,D2.0
14300,53.4261897,-2.4390692,D2.0
14301,53.4200803,-2.423633,D2.0
14302,53.416745,-2.4226931,D2.0
14303,53.4374701,-2.4323014,D2.0
14304,53.4143597,-2.4307927,D2.0
14305,53.4176946,-2.4299535,D2.0
14306,53.4154782,-2.430053,D2.0
14307,53.4136592,-2.4364042,D2.0
14308,53.4390351,-2.4332093,D2.0
14309,53.4287591,-2.4498668,D2.0
14310,53.4205605,-2.4321139,D2.0
14311,53.4288157,-2.4510084,D2.0
14312,53.4296084,-2.451223,D2.0
14313,53.4292027,-2.4513025,D2.0
14314,53.4127684,-2.4356786,D2.0
14315,53.4292702,-2.4509923,D2.0
14316,53.4137942,-2.4363307,D2.0
14317,53.4188801,-2.4227866,D2.0
14318,53.4168316,-2.4361475,D2.0
14319,53.4131753,-2.4354353,D2.0
14320,53.4122315,-2.4370202,D2.0
14321,53.4297409,-2.4249936,D2.0
14322,53.4337062,-2.4283701,D2.0
14323,53.4301301,-2.4254818,D2.0
14324,53.4280644,-2.4353088,D2.0
14325,53.4144538,-2.4324706,D2.0
14326,53.4124526,-2.4405641,D2.0
14327,53.4170657,-2.4432913,D2.0
14328,53.4168349,-2.4318781,D2.0
14329,53.4385041,-2.4308232,D2.0
14330,53.4314452,-2.4283401,D2.0
14331,53.4296383,-2.4380954,D2.0
14332,53.4141153,-2.4395365,D2.0
14333,53.4288262,-2.4529286,D2.0
14334,53.4160475,-2.4232026,D2.0
14335,53.4157122,-2.4305254,D2.0
14336,53.4304945,-2.4251531,D2.0
14337,53.434113,-2.4231225,D2.0
14338,53.4350457,-2.4324337,D2.0
14339,53.4358287,-2.4345124,D2.0
14340,53.4272691,-2.4420967,D2.0
14341,53.4262972,-2.4469051,D2.0
14342,53.4150192,-2.4252339,D2.0
14343,53.412826,-2.4331677,D2.0
14344,53.4118479,-2.4345838,D2.0
14345,53.4382306,-2.4280039,D2.0
14346,53.4372907,-2.4303282,D2.0
14347,53.4312601,-2.4361471,D2.0
14348,53.4293779,-2.4414338,D2.0
14349,53.4371928,-2.4300425,D2.0
14350,53.4165543,-2.4237104,D2.0
14351,53.4314296,-2.4428977,D2.0
14352,53.4293715,-2.4373247,D2.0
14353,53.4277635,-2.4359599,D2.0
14354,53.4300164,-2.4342737,D2.0
14355,53.4296273,-2.4337316,D2.0
14356,53.4127963,-2.4398779,D2.0
14357,53.428777,-2.4393524,D2.0
14358,53.4267192,-2.4414542,D2.0
14359,53.4147021,-2.4323383,D2.0
14360,53.4205644,-2.4279459,D2.0
14361,53.4152657,-2.4314181,D2.0
14362,53.4294817,-2.4501301,D2.0
14363,53.4309953,-2.4414751,D2.0
14364,53.4298511,-2.4503479,D2.0
14365,53.4118457,-2.4320269,D2.0
14366,53.43194,-2.4435328,D2.0
14367,53.4307615,-2.4419947,D2.0
14368,53.4183177,-2.4224439,D2.0
14369,53.4202441,-2.431128,D2.0
14370,53.4205835,-2.4319733,D2.0
14371,53.407882,-2.4346708,D2.0
14372,53.4391341,-2.4292584,D2.0
14373,53.4164596,-2.4216794,D2.0
14374,53.4193148,-2.4258517,D2.0
14375,53.4136899,-2.432508,D2.0
14376,53.4344977,-2.4347927,D2.0
14377,53.417733,-2.4409444,D2.0
14378,53.4158313,-2.4216155,D2.0
14379,53.4217805,-2.4415487,D2.0
14380,53.4292463,-2.4386676,D2.0
14381,53.4165137,-2.4385488,D2.0
14382,53.4298382,-2.4397279,D2.0
14383,53.4117563,-2.4322872,D2.0
14384,53.4114881,-2.437175,D2.0
14385,53.4295706,-2.4363343,D2.0
14386,53.4135433,-2.4352176,D2.0
14387,53.4139414,-2.4317396,D2.0
14388,53.436813,-2.4299996,D2.0
14389,53.4368342,-2.4293459,D2.0
14390,53.430582,-2.4244198,D2.0
14391,53.4258565,-2.4394833,D2.0
14392,53.4286066,-2.4361699,D2.0
14393,53.4177258,-2.4470767,D2.0
14394,53.4180425,-2.4467553,D2.0
14395,53.4120191,-2.432096,D2.0
14396,53.415342,-2.4406237,D2.0
14397,53.4259268,-2.4396396,D2.0
14398,53.4138771,-2.4315968,D2.0
14399,53.4167075,-2.4380741,D2.0
14400,53.4160066,-2.4429587,D2.0
14401,53.421946,-2.4438621,D2.0
14402,53.4323618,-2.4332412,D2.0
14403,53.4156485,-2.4417751,D2.0
14404,53.4253549,-2.4402477,D2.0
14405,53.417804,-2.4466855,D2.0
14406,53.4180039,-2.4466966,D2.0
14407,53.4281955,-2.4429347,D2.0
14408,53.4182852,-2.4215582,D2.0
14409,53.4377442,-2.4284714,D2.0
14410,53.4148938,-2.4267109,D2.0
14411,53.4137922,-2.4388334,D2.0
14412,53.4273373,-2.4341732,D2.0
14413,53.4185766,-2.4287122,D2.0
14414,53.4120001,-2.4398666,D2.0
14415,53.4146736,-2.4373754,D2.0
14416,53.4207815,-2.426834,D2.0
14417,53.4236122,-2.4400809,D2.0
14418,53.4232899,-2.437632,D2.0
14419,53.4126975,-2.4399592,D2.0
14420,53.4143267,-2.4320095,D2.0
14421,53.4311149,-2.4392798,D2.0
14422,53.4363439,-2.4296728,D2.0
14423,53.4160564,-2.4248204,D2.0
14424,53.4215471,-2.4431815,D2.0
14425,53.4282056,-2.4491059,D2.0
14426,53.4211491,-2.4281374,D2.0
14427,53.415157,-2.4280268,D2.0
14428,53.4157514,-2.4395055,D2.0
14429,53.4195587,-2.4471297,D2.0
14430,53.4227805,-2.4401012,D2.0
14431,53.4270549,-2.4487875,D2.0
14432,53.4158916,-2.4388106,D2.0
14433,53.4264683,-2.4445602,D2.0
14434,53.4120845,-2.4357051,D2.0
14435,53.4179895,-2.4385334,D2.0
14436,53.4163656,-2.4409154,D2.0
14437,53.4166901,-2.4407094,D2.0
14438,53.4194404,-2.4491921,D2.0
14439,53.4201341,-2.449015,D2.0
14440,53.421939,-2.4280189,D2.0
14441,53.4273363,-2.4349118,D2.0
14442,53.4281619,-2.4356659,D2.0
14443,53.4323718,-2.4333569,D2.0
14444,53.4290634,-2.4349714,D2.0
14445,53.415689,-2.4417159,D2.0
14446,53.4138348,-2.43815,D2.0
14447,53.4247473,-2.4383337,D2.0
14448,53.4378826,-2.4283384,D2.0
14449,53.420941,-2.4428786,D2.0
14450,53.4160828,-2.443058,D2.0
14451,53.4126937,-2.4332734,D2.0
14452,53.4148504,-2.430125,D2.0
14453,53.4274925,-2.4400757,D2.0
14454,53.4327057,-2.4376463,D2.0
14455,53.4296181,-2.4345653,D2.0
14456,53.430627,-2.4418245,D2.0
14457,53.4274517,-2.4393016,D2.0
14458,53.4386151,-2.4276,D2.0
14459,53.4303116,-2.4425693,D2.0
14460,53.4300303,-2.4353493,D2.0
14461,53.4122105,-2.4364357,D2.0
14462,53.4215221,-2.423364,D2.0
14463,53.4388577,-2.4318318,D2.0
14464,53.4150463,-2.4380207,D2.0
14465,53.4227713,-2.4443464,D2.0
14466,53.4158621,-2.4215306,D2.0
14467,53.4194188,-2.4219959,D2.0
14468,53.4179305,-2.4463991,D2.0
14469,53.4303765,-2.4247222,D2.0
14470,53.4279226,-2.4264631,D2.0
14471,53.4228884,-2.4413819,D2.0
14472,53.4319611,-2.4329051,D2.0
14473,53.4256943,-2.43753,D2.0
14474,53.4335636,-2.4290112,D2.0
14475,53.4132105,-2.438146,D2.0
14476,53.4313726,-2.4416252,D2.0
14477,53.4227528,-2.4452684,D2.0
14478,53.4140954,-2.4348859,D2.0
14479,53.4344191,-2.4237489,D2.0
14480,53.4152668,-2.4318943,D2.0
14481,53.4131316,-2.4338994,D2.0
14482,53.439091,-2.4324127,D2.0
14483,53.41418,-2.434824,D2.0
14484,53.4154299,-2.427299,D2.0
14485,53.4156239,-2.4390842,D2.0
14486,53.4172306,-2.4390861,D2.0
14487,53.4227363,-2.446089,D2.0
14488,53.4132626,-2.4327984,D2.0
14489,53.4141981,-2.4353472,D2.0
14490,53.4126454,-2.4343734,D2.0
14491,53.4353645,-2.4309835,D2.0
14492,53.4169802,-2.441223,D2.0
14493,53.4119318,-2.4349631,D2.0
14494,53.4252135,-2.4379297,D2.0
14495,53.4189024,-2.4227129,D2.0
14496,53.4320484,-2.4320257,D2.0
14497,53.4190044,-2.4463121,D2.0
14498,53.426132,-2.4371978,D2.0
14499,53.4302249,-2.4250703,D2.0
14500,53.4349075,-2.4229762,D2.0
14501,53.4300402,-2.4250349,D2.0
14502,53.4193445,-2.4484934,D2.0
14503,53.4320572,-2.4226935,D2.0
14504,53.4196302,-2.4248918,D2.0
14505,53.4200918,-2.4274076,D2.0
14506,53.4265424,-2.447801,D2.0
14507,53.4120634,-2.4356139,D2.0
14508,53.4338951,-2.4319441,D2.0
14509,53.4322381,-2.4314777,D2.0
14510,53.4299535,-2.4245665,D2.0
14511,53.4303685,-2.4248174,D2.0
14512,53.4126088,-2.4375238,D2.0
14513,53.4243275,-2.4403258,D2.0
14514,53.4312704,-2.4346412,D2.0
14515,53.421989,-2.4262027,D2.0
14516,53.4218771,-2.4272662,D2.0
14517,53.4389551,-2.4320432,D2.0
14518,53.4205627,-2.4218265,D2.0
14519,53.41742,-2.422652,D2.0
14520,53.4206795,-2.4233646,D2.0
14521,53.4318646,-2.4316127,D2.0
14522,53.4186356,-2.4277769,D2.0
14523,53.432506,-2.4374469,D2.0
14524,53.4126353,-2.4400104,D2.0
14525,53.4258242,-2.4475483,D2.0
14526,53.4139043,-2.4362707,D2.0
14527,53.4246723,-2.4422523,D2.0
14528,53.4261608,-2.4463453,D2.0
14529,53.4145457,-2.4389919,D2.0
14530,53.4302999,-2.424437,D2.0
14531,53.4265018,-2.4492863,D2.0
14532,53.417201,-2.4361544,D2.0
14533,53.433594,-2.424041,D2.0
14534,53.4260008,-2.4378482,D2.0
14535,53.4179881,-2.4268689,D2.0
14536,53.4204913,-2.4239649,D2.0
14537,53.4141888,-2.4308643,D2.0
14538,53.4173792,-2.4226096,D2.0
14539,53.4388591,-2.4326648,D2.0
14540,53.4172594,-2.4231126,D2.0
14541,53.4224713,-2.4447811,D2.0
14542,53.4157562,-2.4289711,D2.0
14543,53.4156396,-2.4300848,D2.0
14544,53.4272766,-2.4341571,D2.0
14545,53.4193373,-2.4220656,D2.0
14546,53.4210161,-2.42418,D2.0
14547,53.4203373,-2.424426,D2.0
14548,53.4141847,-2.4305005,D2.0
14549,53.4141465,-2.4327655,D2.0
14550,53.4229834,-2.4341319,D2.0
14551,53.4209147,-2.4248136,D2.0
14552,53.412901,-2.440616,D2.0
14553,53.4325318,-2.4373401,D2.0
14554,53.4178863,-2.4479625,D2.0
